file_path,risk_type,detected_pattern,line_number_or_location,risk_level,why_it_matters,recommended_action
Tablas_Dashboard_Ingresos.R,project_specific_text,"Estacionalidad = Ingresos/Sumarecaudacion,",line 646,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Ingresos_total_actual <- ingresos_anual  %>%,line 654,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos_total""  = sum(`Presupuesto actual`, na.rm = TRUE))  %>%",line 657,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,dplyr:: mutate ( `Ingresos_total` = as.numeric (Ingresos_total) ),line 658,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Ingresos_total_actual <- as.numeric(Ingresos_total_actual),line 660,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Estacionalidad_AC <-  ingresos_mensual  %>%,line 663,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año,mes.cod,mes) %>%",line 666,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE))",line 667,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 671,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 672,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Ingreso_acumulado = cumsum(Ingresos),",line 673,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Sumarecaudacion = Ingresos_total_actual,",line 674,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Estacionalidad = Ingresos/Sumarecaudacion,",line 675,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(mes) %>%,line 687,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::summarise('Estacionalidad promedio' =  mean(Estacionalidad, na.rm = TRUE),",line 688,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                text = """" # href = ""www.cgr.go.cr""",line 705,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                text = """" # href = ""www.cgr.go.cr""",line 726,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#              text = """" # href = ""www.cgr.go.cr""",line 747,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"# Ingresos_m  %>% dplyr::group_by(cod_subclase, subclase) %>% dplyr::summarise( 'total' = n())",line 765,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"# Ingresos_m  %>% dplyr::group_by(cod_subclase, subclase) %>% dplyr::summarise( 'total' = n())",line 765,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,IT_Estacionalidad_sin_AC <-  ingresos_mensual  %>% dplyr::filter(cod_fuentefinanciacion_3!=0)  %>%,line 769,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año,mes.cod,mes) %>%",line 772,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(`Ingresos`, na.rm = TRUE))",line 773,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 778,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 779,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Ingreso_acumulado = cumsum(Ingresos),",line 780,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Sumarecaudacion = sum(`Ingresos`),",line 781,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Estacionalidad = Ingresos/Sumarecaudacion,",line 782,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,IT_Ingresos_total_actual <- ingresos_anual  %>%,line 789,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos_total""  = sum(`Presupuesto actual`, na.rm = TRUE))  %>%",line 793,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,dplyr:: mutate ( `Ingresos_total` = as.numeric (Ingresos_total) ),line 794,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,IT_Ingresos_total_actual <- as.numeric(Ingresos_total_actual),line 796,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,IT_Estacionalidad_AC <-  ingresos_mensual  %>%,line 799,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año,mes.cod,mes) %>%",line 803,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE))",line 804,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 808,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 809,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Ingreso_acumulado = cumsum(Ingresos),",line 810,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Sumarecaudacion = Ingresos_total_actual,",line 811,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Estacionalidad = Ingresos/Sumarecaudacion,",line 812,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(mes) %>%,line 824,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::summarise('Estacionalidad promedio' =  mean(Estacionalidad, na.rm = TRUE),",line 825,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,hardcoded_path,"setwd(""C:/Users/regla.fiscal/Desktop/DashboardR/DR 000002 Ingresos/Scripts_tablas_dashboard"")",line 847,high,Hardcoded paths reduce V1 portability.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"setwd(""C:/Users/regla.fiscal/Desktop/DashboardR/DR 000002 Ingresos/Scripts_tablas_dashboard"")",line 847,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"write.xlsx(ingresos_anual,""ingresos_anual.xlsx"", overwrite = TRUE)",line 852,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"write.xlsx(ingresos_mensual,""ingresos_mensual.xlsx"", overwrite = TRUE)",line 853,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"write.xlsx(ingresos_anual_s0,""ingresos_anual_s0.xlsx"", overwrite = TRUE)",line 854,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,######   Tablas: evolucioón del ingreso mensual             ######,line 877,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,######   Tablas:  Clasificador del ingreso   ####,line 895,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
